variant_index,position,maf,beta,is_causal
1474,828040.0,0.39459999999999995,0.0,0
1475,828060.0,0.1615,0.0,0
1476,829037.0,0.3847,0.0,0
1477,829920.0,0.378,0.0,0
1478,830723.0,0.0252,0.0,0
1479,831506.0,0.0105,0.0,0
1480,832560.0,0.01,0.0,0
1481,834103.0,0.0135,0.0,0
1482,834547.0,0.1421,0.0,0
1483,836166.0,0.1415,0.0,0
1484,836332.0,0.0263,0.0,0
1485,837174.0,0.0171,0.0,0
1486,837618.0,0.1442,0.0,0
1487,837898.0,0.1567,0.0,0
1488,838969.0,0.1985,0.0,0
1489,839398.0,0.0388,0.0,0
1490,839930.0,0.032,0.0,0
1491,842564.0,0.0543,0.0,0
1492,842657.0,0.4154,0.0,0
1493,843338.0,0.0309,0.0,0
1494,843929.0,0.0135,0.0,0
1495,844178.0,0.0813,0.0,0
1496,844507.0,0.0229,0.0,0
1497,846276.0,0.1543,0.0,0
1498,847321.0,0.0209,0.0,0
1499,847614.0,0.1087,0.00447516310764459,1
1500,847615.0,0.0225,0.0,0
1501,848068.0,0.1222,0.0,0
1502,848083.0,0.0131,0.0,0
1503,849007.0,0.0825,0.0,0
1504,849918.0,0.2565,0.0,0
1505,850348.0,0.0405,0.0,0
1506,850696.0,0.0244,0.0,0
1507,852051.0,0.0127,0.0,0
1508,852530.0,0.0405,0.0,0
1509,853436.0,0.1261,0.0,0
1510,854101.0,0.0122,0.0,0
1511,854555.0,0.0984,0.0,0
1512,854914.0,0.1356,0.0,0
1513,855429.0,0.1269,0.0,0
1514,855512.0,0.0244,0.0,0
1515,855653.0,0.0122,0.0,0
1516,855993.0,0.0373,0.0,0
1517,856013.0,0.0122,0.0,0
1518,856197.0,0.4956,0.0,0
1519,856590.0,0.1359,-0.005992362511508089,1
1520,856865.0,0.0131,0.0,0
1521,857476.0,0.133,0.0,0
1522,858633.0,0.1502,0.0,0
1523,858789.0,0.1359,0.0,0
1524,858904.0,0.0868,0.0,0
1525,859109.0,0.0131,0.0,0
1526,859504.0,0.1328,0.0,0
1527,859901.0,0.12329999999999997,0.0,0
1528,859947.0,0.151,0.0,0
1529,860212.0,0.0279,0.0,0
1530,861060.0,0.0638,0.0,0
1531,861131.0,0.1287,0.0,0
1532,861441.0,0.0166,0.0,0
1533,861573.0,0.122,0.0,0
1534,861913.0,0.2549,0.0,0
1535,862654.0,0.1329,0.0,0
1536,862866.0,0.122,0.0,0
1537,863310.0,0.0272,0.0,0
1538,863937.0,0.0122,0.0,0
1539,863997.0,0.1329,0.0,0
1540,864404.0,0.1329,0.0,0
1541,864449.0,0.0868,0.0,0
1542,865973.0,0.0246,0.0,0
1543,866421.0,0.1329,0.0,0
1544,867511.0,0.0321,0.0,0
1545,867610.0,0.1266,0.0,0
1546,867979.0,0.1266,0.0,0
1547,868056.0,0.0413,0.0,0
1548,868871.0,0.0827,0.0,0
1549,869097.0,0.4313,0.0,0
1550,869244.0,0.3092,0.0,0
1551,870476.0,0.1329,0.0,0
1552,871022.0,0.1329,0.0,0
1553,871149.0,0.1742,0.0,0
1554,871273.0,0.0148,0.0,0
1555,873119.0,0.1266,0.0,0
1556,874546.0,0.2707,0.0,0
1557,875216.0,0.021,0.0727930723688787,1
1558,876074.0,0.262,0.0,0
1559,878161.0,0.1269,0.0,0
1560,878856.0,0.0321,0.0,0
1561,879387.0,0.1145,0.0,0
1562,879938.0,0.0211,0.0,0
1563,880585.0,0.0125,0.0,0
1564,881309.0,0.136,0.0,0
1565,882705.0,0.0918,0.0,0
1566,883399.0,0.1007,0.0,0
1567,883692.0,0.0602,0.0,0
1568,884068.0,0.1251,0.0,0
1569,884092.0,0.0122,0.0,0
1570,884319.0,0.0667,0.0,0
1571,884404.0,0.12150000000000005,0.0,0
1572,884775.0,0.12150000000000005,0.0,0
1573,885769.0,0.0388,0.0,0
1574,886277.0,0.1951,0.0,0
1575,886587.0,0.2022,0.0,0
1576,886671.0,0.1004,0.0,0
1577,886903.0,0.1005,0.0,0
1578,887031.0,0.1951,0.0,0
1579,887327.0,0.0509,0.0,0
1580,888319.0,0.0272,0.0,0
1581,888955.0,0.2023,0.0,0
1582,889024.0,0.0373,0.0,0
1583,889083.0,0.2023,0.0,0
1584,889186.0,0.129,0.0,0
1585,889363.0,0.2023,0.0,0
1586,889761.0,0.1481,0.0,0
1587,889982.0,0.1457,0.0,0
1588,890011.0,0.1245,0.0,0
1589,890832.0,0.0225,0.0,0
1590,891158.0,0.3234,0.0,0
1591,893083.0,0.1245,0.0,0
1592,893201.0,0.32410000000000005,0.0,0
1593,893538.0,0.0665,0.0,0
1594,894446.0,0.0325,0.0,0
1595,894684.0,0.2455,0.0,0
1596,894958.0,0.0143,0.0,0
1597,896407.0,0.055,0.0,0
1598,896703.0,0.0107,0.0,0
1599,897613.0,0.205,0.0,0
1600,897733.0,0.0665,0.0,0
1601,898287.0,0.2954,0.0,0
1602,898612.0,0.041,0.0,0
1603,899060.0,0.2626,0.0,0
1604,899255.0,0.0847,0.0,0
1605,899794.0,0.2227,0.0,0
1606,901267.0,0.2291,0.0,0
1607,901630.0,0.0315,0.0,0
1608,903771.0,0.026,0.0,0
1609,904583.0,0.0119,0.0,0
1610,905026.0,0.0168,0.0,0
1611,905218.0,0.2962,0.0,0
1612,905641.0,0.0395,0.0,0
1613,906442.0,0.3276,0.0,0
1614,907042.0,0.0395,0.0,0
1615,907405.0,0.0395,0.0,0
1616,907958.0,0.0743,0.0,0
1617,908216.0,0.0158,0.0,0
1618,908367.0,0.1138,0.0,0
1619,908475.0,0.0155,0.0,0
1620,909551.0,0.11380000000000001,0.0,0
1621,909698.0,0.0395,0.0,0
1622,910496.0,0.1976,0.0,0
1623,910749.0,0.1976,0.0,0
1624,911522.0,0.0111,0.0,0
1625,911588.0,0.0266,0.0,0
1626,912175.0,0.3168,0.0,0
1627,912780.0,0.0292,0.0,0
1628,912785.0,0.073,0.0,0
1629,913974.0,0.0215,0.0,0
1630,914294.0,0.0214,0.0,0
1631,915073.0,0.1685,0.0,0
1632,916763.0,0.1554,0.0,0
1633,916791.0,0.1674,0.0,0
1634,917026.0,0.1959,0.0,0
1635,917194.0,0.017,0.0,0
1636,918367.0,0.0313,0.0,0
1637,918624.0,0.1553,0.0,0
1638,919835.0,0.0903,0.0,0
1639,919854.0,0.1549,0.0,0
1640,920319.0,0.155,0.0,0
1641,920365.0,0.0313,0.0,0
1642,920663.0,0.0313,0.0,0
1643,920683.0,0.0129,0.0,0
1644,922720.0,0.0657,0.0,0
1645,922786.0,0.0583,0.0,0
1646,923569.0,0.1701,0.0,0
1647,923824.0,0.0576,0.1255318809199528,1
1648,923852.0,0.1728,0.0,0
1649,923906.0,0.0202,0.0,0
1650,923911.0,0.124,0.0,0
1651,924155.0,0.0645,0.0,0
1652,925032.0,0.124,0.0,0
1653,925746.0,0.1487,-0.02038381350477755,1
1654,926799.0,0.0161,0.0,0
1655,926940.0,0.0632,0.0,0
1656,927215.0,0.0657,0.0,0
1657,927338.0,0.33,0.0,0
1658,928161.0,0.2408,0.0,0
1659,928459.0,0.0709,0.0,0
1660,928566.0,0.0313,0.0,0
1661,928971.0,0.0313,0.0,0
1662,929520.0,0.0645,0.0,0
1663,930164.0,0.1726,0.0,0
1664,932436.0,0.0275,0.0,0
1665,933106.0,0.26890000000000003,0.0,0
1666,934182.0,0.0218,0.0,0
1667,934539.0,0.3009,-0.010267345373796184,1
1668,934698.0,0.432,0.0,0
1669,934795.0,0.1262,0.0,0
1670,935033.0,0.4052,0.0,0
1671,935707.0,0.40390000000000004,0.0,0
1672,936010.0,0.40390000000000004,0.0,0
1673,936429.0,0.2578,0.0,0
1674,936759.0,0.4039,0.0,0
1675,937363.0,0.0252,0.0,0
1676,937732.0,0.3009,0.0,0
1677,937930.0,0.3038,0.0,0
1678,938284.0,0.40180000000000005,0.0,0
1679,938473.0,0.40180000000000005,0.0,0
1680,938743.0,0.4018,0.0,0
1681,938893.0,0.0866,0.0,0
1682,939646.0,0.4018,0.0,0
1683,939709.0,0.4018,0.0,0
1684,940034.0,0.0384,-0.08522545775140317,1
1685,940064.0,0.0145,0.0,0
1686,940463.0,0.4011,-0.0811680071867088,1
1687,940556.0,0.0632,0.0,0
1688,941340.0,0.0137,0.0,0
1689,941342.0,0.0866,0.0,0
1690,941376.0,0.2822,0.0,0
1691,944054.0,0.1428,0.0,0
1692,944100.0,0.4032,0.0,0
1693,944274.0,0.171,0.0,0
1694,944619.0,0.0115,0.0,0
1695,945124.0,0.4032,0.0,0
1696,945218.0,0.1837,0.0,0
1697,945920.0,0.3056,0.0,0
1698,945983.0,0.0962,0.0,0
1699,946860.0,0.3098,0.0,0
1700,947131.0,0.4101,0.0,0
1701,947400.0,0.4166,0.0,0
1702,947644.0,0.1836,0.0,0
1703,948201.0,0.2798,0.0,0
1704,948533.0,0.1832,0.0,0
1705,948736.0,0.46299999999999997,0.0,0
1706,949305.0,0.1833,0.0,0
1707,949596.0,0.1806,0.0,0
1708,950004.0,0.1356,0.0,0
1709,950041.0,0.1833,0.0,0
1710,950133.0,0.1833,0.0,0
1711,951065.0,0.1806,0.0,0
1712,951404.0,0.1371,0.0,0
1713,951672.0,0.3215,0.0,0
1714,951881.0,0.40780000000000005,0.0,0
1715,952045.0,0.0969,0.0,0
1716,952082.0,0.1379,0.0,0
1717,954224.0,0.4718,0.0,0
1718,955088.0,0.287,0.0,0
1719,955159.0,0.166,0.0,0
1720,956025.0,0.0205,0.0,0
1721,956471.0,0.1505,0.0,0
1722,957536.0,0.1022,0.0,0
1723,958526.0,0.3982,0.0,0
1724,958653.0,0.1277,0.0,0
1725,958692.0,0.102,0.0,0
1726,958879.0,0.3721,-0.014846526631638629,1
1727,958930.0,0.0136,0.0,0
1728,960168.0,0.3015,0.0,0
1729,960617.0,0.4231,0.0,0
1730,961298.0,0.089,0.0,0
1731,961350.0,0.4181,0.0,0
1732,961478.0,0.0444,0.0,0
1733,961727.0,0.4181,0.0,0
1734,962411.0,0.21120000000000005,0.0,0
1735,962881.0,0.2112,0.0,0
1736,964355.0,0.123,0.0,0
1737,966761.0,0.0286,0.0,0
1738,967967.0,0.0726,0.0,0
1739,968468.0,0.1391,0.0,0
1740,969605.0,0.4169,0.0,0
1741,970077.0,0.4169,0.0,0
1742,971876.0,0.2774,0.0,0
1743,973902.0,0.031,0.0,0
1744,974312.0,0.16500000000000004,0.0,0
1745,974803.0,0.1297,0.0,0
1746,974916.0,0.16500000000000004,-0.060775185315641224,1
1747,976412.0,0.1649,0.010958885643406571,1
1748,976450.0,0.16490000000000005,0.0,0
1749,978101.0,0.0192,0.0,0
1750,978139.0,0.0179,0.0,0
1751,979472.0,0.0188,0.0,0
1752,980084.0,0.2352,0.0,0
1753,980185.0,0.06,0.0,0
1754,980958.0,0.0116,0.0,0
1755,981903.0,0.0118,0.0,0
1756,982677.0,0.1797,0.0,0
1757,983353.0,0.38639999999999997,0.0,0
1758,986932.0,0.3956,0.0,0
1759,987595.0,0.0904,0.0,0
1760,989135.0,0.0898,0.0,0
1761,990290.0,0.024,0.0,0
1762,990865.0,0.2902,0.0,0
1763,992125.0,0.0279,0.0,0
1764,992708.0,0.3642,0.0,0
1765,993129.0,0.3642,0.0,0
1766,993461.0,0.3642,0.0,0
1767,994244.0,0.3678,0.0,0
1768,995720.0,0.1885,0.0,0
1769,995938.0,0.0488,0.0,0
1770,995987.0,0.0904,0.0,0
1771,996256.0,0.0378,0.0,0
1772,996929.0,0.0885,0.0,0
1773,996992.0,0.1151,0.0,0
1774,997571.0,0.2538,0.0,0
1775,997948.0,0.4515,0.0,0
1776,998367.0,0.0978,0.0,0
1777,999109.0,0.19820000000000004,0.0,0
1778,999121.0,0.0978,0.0,0
1779,999613.0,0.2536,0.0,0
1780,999818.0,0.0217,0.0,0
